date,price
2023-06-15,25000
2023-06-16,25000
2023-06-19,25000
2023-06-20,25000
2023-06-21,25000
2023-06-22,25000
2023-06-23,25000
2023-06-27,25000
2023-06-28,25000
2023-06-29,25000
2023-06-30,25000
2023-07-04,25000
2023-07-05,25000
2023-07-06,25000
2023-07-07,25000
2023-07-10,25000
2023-07-11,25000
2023-07-12,25000
2023-07-13,25000
2023-07-17,25000
2023-07-18,25000
2023-07-19,25000
2023-07-20,25000
2023-07-21,20000
2023-07-25,25000
2023-07-26,25000
2023-08-01,25000
2023-08-02,25000
2023-08-03,22000
2023-08-04,22000
2023-08-08,22000
2023-08-09,22000
2023-08-10,22000
2023-08-11,22000
2023-08-14,22000
2023-08-15,22000
2023-08-16,22000
2023-08-17,22000
2023-08-18,22000
2023-08-21,22000
2023-08-22,22000
2023-08-23,22000
2023-08-24,22000
2023-08-25,22000
2023-08-28,30000
2023-08-29,30000
2023-08-31,27000
2023-09-05,35000
2023-09-06,35000
2023-09-07,35000
2023-09-08,35000
2023-09-11,35000
2023-09-12,35000
2023-09-14,35000
2023-09-15,35000
2023-09-19,35000
2023-09-21,35000
2023-09-26,35000
2023-09-27,35000
2023-09-28,35000
2023-09-29,35000
2023-10-02,35000
2023-10-03,35000
2023-10-04,35000
2023-10-05,35000
2023-10-09,35000
2023-10-10,35000
2023-10-11,35000
2023-10-12,35000
2023-10-16,35000
2023-10-17,35000
2023-10-18,35000
2023-10-19,35000
2023-10-23,35000
2023-10-24,35000
2023-10-26,35000
2023-10-27,35000
2023-10-30,35000
2023-10-31,35000
2023-11-01,35000
2023-11-02,35000
2023-11-03,35000
2023-11-06,35000
2023-11-07,35000
2023-11-08,35000
2023-11-10,35000
2023-11-13,35000
2023-11-14,35000
2023-11-15,35000
2023-11-17,35000
2023-11-20,35000
2023-11-21,35000
2023-11-22,30000
2023-11-23,30000
2023-11-24,30000
2023-11-27,35000
2023-11-28,35000
2023-11-30,35000
2023-12-01,35000
2023-12-04,35000
2023-12-06,35000
2023-12-07,35000
2023-12-08,35000
2023-12-13,35000
2023-12-18,35000
2023-12-20,35000
2023-12-22,35000
2024-01-05,35000
2024-01-08,35000
2024-01-09,35000
2024-01-11,35000
2024-01-12,35000
2024-01-15,35000
2024-01-16,35000
2024-01-19,35000
2024-01-22,35000
2024-01-23,35000
2024-01-24,35000
2024-02-19,35000
2024-02-20,35000
2024-02-26,35000
2024-02-28,35000
2024-02-29,35000
